prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	base_prompt_token_count	full_prompt_token_count	forced_prefix_token_count	generated_token_count
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	19401	0.1968212127685547	30	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	21478	0.19337032735347748	31	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	20097	0.18934254348278046	32	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	4567	0.1880280077457428	33	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	5170	0.18309709429740906	34	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	21776	0.1828581988811493	35	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	17699	0.17877422273159027	36	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	31655	0.17806550860404968	37	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	24329	0.1761918067932129	38	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	13220	0.17489682137966156	39	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	13874	0.16827130317687988	40	221	221	0	24
